title,undertitle,price,address,date,key_value,propertydetail
Apartment For Sale in Okkalappa South,"2 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,290 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Apartment'], ['Area', ""18' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : တောင်ဥက္ကလာ (၁၂) ရပ်ကွက်ရဲ့ အေးချမ်းတဲ့ ပတ်ဝန်းကျင်၊
Condo For Sale in Thingangkuun,"2 bedroom, 2 bathroom Condo for sale in Thingangkuun, Yangon","For Sale                                    
                        3,900 Lakhs","Thingangkuun, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Condo'], ['Area', ""17' x 54'""], ['Bed Room', '2'], ['Bath Room', '2'], ['Ownership', '']]",Property Name : လမ်းကျယ်ပေါ် မှ အလွှာနိမ့် ဈေးတန် မီနီကွန်ဒို အရောင်း 
House For Sale in Dagon Myothit (South),"Luxury Privatehouse for sale in Dagon Myothit (South), Yangon","For Sale                                    
                        2,500 Lakhs","Dagon Myothit (South), Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""30' x 60'""], ['Ownership', '']]",Property Name : -တောင်ဒဂုံ (111) ကားသွားနေတဲ့ဂရုဏာလမ်းမကြီးကျော်ကပ်
Apartment For Sale in Okkalappa South,"3 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        1,980 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Apartment'], ['Area', ""20' x 54'""], ['Bed Room', '3'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : တောင်ဥလာပ၊(12)ရပ်ကွက်၊မိဎသီ(   )လမ်း
House For Sale in Insein,"1 bathroom Privatehouse for sale in Insein, Yangon","For Sale                                    
                        1,500 Lakhs","Insein, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""20' x 45'""], ['Bath Room', '1'], ['Ownership', '']]",Property Name : အိမ်နှင့်ခြံ ရောင်းမည်
House For Sale in Dagon Myothit (North),"1 bathroom Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        7,500 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""45' x 60'""], ['Bath Room', '1'], ['Ownership', '']]",Property Name : #မြောက်ဒဂုံ 49 ရပ်ကွက် ငုဝါမြိုင်လမ်းပေါ် ထောင့်ကွက်
House For Sale in Dagon Myothit (North),"Luxury Privatehouse for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        8,200 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""40' x 60'""], ['Ownership', '']]",Property Name : မြောက်ဒဂုံ ၄၇ ရပ်ကွက်ဘုရင်နောင် လမ်းမကြီး တည့်ပေါက် 
House For Sale in Thingangkuun,"3 bedroom, 4 bathroom Privatehouse for sale in Thingangkuun, Yangon","For Sale                                    
                        33,000 Lakhs","Thingangkuun, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Floor', '2'], ['Area', ""55' x 35'""], ['Bed Room', '3'], ['Bath Room', '4'], ['Ownership', ''], ['Furnishing Type', 'Fully Furnished']]",Property Name : #သဃ်န်းကျွန်း မေခအိမ်ယာဝန်ူအတွင်း လုံးချင်းအသင့်နေရောင်း#
Shwe Hin Thar Condominium for Sales Hlaing Township in Yangon,"3 bedroom, 3 bathroom Condo for sale in Hlaing, Yangon","For Sale                                    
                        18,000 Lakhs","Hlaing, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Condo'], ['Floor', 'High floor'], ['Area', '2000 ft<sup>2</sup>'], ['Bed Room', '3'], ['Bath Room', '3'], ['Ownership', '']]","Property Name : လူနေမှုအဆင့်အတန်းမြင့်မားတဲ့ &quot;ရွှေဟင်္သာကွန်ဒို&quot; အခန်းကျယ်အရောင်း /Shwe Hin Thar Condominium for Sales Hlaing Township in Yangon/09892600050,09892600060"
Land Only for Sales North Dagon Township in Yangon," Land for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        6,700 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Land'], ['Area', ""20' x 60'""], ['Ownership', '']]","Property Name : မြောက်ဒဂုံမြို့နယ် (၃၅)ရပ်ကွက်နေရာကောင်းအရောင်း/Land Only for Sales North Dagon Township in Yangon/09892600050,09892600060"
Landed House For Sales Yankin Township In Yangon,"Luxury Privatehouse for sale in Yankin, Yangon","For Sale                                    
                        75,000 Lakhs","Yankin, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', '4200 ft<sup>2</sup>'], ['Ownership', '']]","Property Name : ရန်ကင်း(ဘောက်ထော်) အတွင်းရှိ ရွေးချယ်သင့်သော လုံးချင်းအိမ်ကောင်း/Landed House For Sales Yankin Township In Yangon/09892600050,09892600060"
Landed House for Sales Thingangyun Township in Yangon,"Luxury Privatehouse for sale in Thingangkuun, Yangon","For Sale                                    
                        27,000 Lakhs","Thingangkuun, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""20' x 60'""], ['Ownership', '']]","Property Name : သံသုမာလမ်းမပေါ်ရှိ ၄ထပ်တိုက် နေရာကောင်းအရောင်း/Landed House for Sales Thingangyun Township in Yangon/09892600050,09892600060"
Landed House for Sales Mayangone Township in Yangon,"Luxury Privatehouse for sale in Mayangone, Yangon","For Sale                                    
                        55,000 Lakhs","Mayangone, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""45' x 55'""], ['Ownership', '']]","Property Name : မရမ်းကုန်းမဥ္ဇူလမ်းမပေါ်နေရာကောင်းလုံးချင်းအိမ်အရောင်း/Landed House for Sales Mayangone Township in Yangon/09892600050,09892600060"
M Suite Residence Condominium For Sales Pazundaung Township In Yangon,"3 bedroom, 3 bathroom Condo for sale in Pazundaung, Yangon","For Sale                                    
                        7,200 Lakhs","Pazundaung, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Condo'], ['Area', '1110 ft<sup>2</sup>'], ['Bed Room', '3'], ['Bath Room', '3'], ['Ownership', '']]","Property Name : ပုဇွန်တောင် မြို့နယ်ရှိ M Suite Residence Condominiumအရောင်း/M Suite Residence Condominium For Sales Pazundaung Township In Yangon/09892600050,09892600060"
Lamin Luxury Condominium for Sales Hlaing Township in Yangon,"3 bedroom, 3 bathroom Condo for sale in Hlaing, Yangon","For Sale                                    
                        13,000 Lakhs","Hlaing, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Condo'], ['Area', '2300 ft<sup>2</sup>'], ['Bed Room', '3'], ['Bath Room', '3'], ['Ownership', '']]","Property Name : လှိုင်မြို့နယ်ရှိLamin Luxury Condominium အရောင်း/Lamin Luxury Condominium for Sales Hlaing Township in Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        30,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""30' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        40,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""40' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        25,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""42' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        28,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""40' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        35,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""60' x 90'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        20,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""50' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        19,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""20' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        18,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""30' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        16,500 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""30' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        15,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""30' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        13,500 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""40' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        9,500 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Area', ""20' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
Landed House and Land Only For Sales In Yangon," Land for sale in Okkalappa South, Yangon","For Sale                                    
                        8,000 Lakhs","Okkalappa South, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'Land'], ['Area', ""20' x 60'""], ['Ownership', '']]","Property Name : တောင်ဥက္ကလာမြို့နယ်အတွင်း ပိုင်ဆိုင်မှုခိုင်မာပြီး နေရာကောင်းသောလုံးချင်းအိမ်နှင့်မြေသီးသန့်အရောင်းများ/Landed House And Land Only For Sales In Yangon/09892600050,09892600060"
House For Sale in Hlaing,"4 bedroom, 4 bathroom Privatehouse for sale in Hlaing, Yangon","For Sale                                    
                        210,000 Lakhs","Hlaing, Yangon",Posted Date : 15 Feb 2026,"[['Type', 'House'], ['Floor', '2.RC (အိမ် ကြီးအိမ်ကောင်း)'], ['Area', ""180' x 90'""], ['Bed Room', '4'], ['Bath Room', '4'], ['Ownership', 'Contract'], ['Room Partition Type', 'Master and Single Bedroom']]",Property Name : လှိုင်မြို့နယ်၊ သီရိမင်္ဂလာစျေးသစ်၊ ဘုရင့်နောင်လမ်း၊ ​အုတ်ကျင်းဘူတာရုံလမ်း အနီး မြကန်သာဥယျာဥ်အိမ်ရာ အိမ်ရာဝန်း လမ်းမမေးတင် ဓာတ်လှေခါးပါ လုံးချင်းခြံကျယ် အိမ်ကြီးအိမ်ကောင်း အမြန်ရောင်းမည်
TS,"1 bedroom, 2 bathroom Apartment for sale in Yankin, Yangon","For Sale                                    
                        2,680 Lakhs","Yankin, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', 'မြေညီ'], ['Area', ""18' x 40'""], ['Bed Room', '1'], ['Bath Room', '2'], ['Ownership', '']]","Property Name : ရန်ကင်းမြို့နယ် ,သံလမ်းမှတ်တိုင်အနီး မြေညီထပ်အရောင်း"
TS,"2 bedroom, 1 bathroom Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        2,000 Lakhs","Thingangkuun, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', '1F'], ['Area', ""18' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : သင်္ဃန်းကျွန်းမြို့နယ် အလွှာနိမ့်တိုက်ခန်းအရောင်း
TS,"1 bedroom, 1 bathroom Apartment for sale in Pazundaung, Yangon","For Sale                                    
                        2,250 Lakhs","Pazundaung, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', '1F'], ['Area', ""12.50' x 50'""], ['Bed Room', '1'], ['Bath Room', '1'], ['Ownership', '']]","Property Name : ပုဇွန်တောင်မြို့နယ် ,ရေကျော်city mart အနီးအလွှာနိမ့်တိုက်ခန်းအရောင်း"
Condo For Sale in Okkalappa South,"2 bedroom, 1 bathroom Condo for sale in Okkalappa South, Yangon","For Sale                                    
                        3,060 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Condo'], ['Area', ""18' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : ?တောင်ဥက္ကလာပမြို့နယ် (#VIP6)ရပ်ကွက်ရှိတိုက်အသစ်စက်စက်ရောင်းမည်။
Condo For Sale in Okkalappa South,"2 bedroom, 2 bathroom Condo for sale in Okkalappa South, Yangon","For Sale                                    
                        3,980 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Condo'], ['Area', ""19' x 54'""], ['Bed Room', '2'], ['Bath Room', '2'], ['Ownership', '']]",Property Name : ?????????အခန်းကျယ်ရောင်းပါမည်။
TS,"1 bathroom Apartment for sale in Sanchaung, Yangon","For Sale                                    
                        29,800 Lakhs","Sanchaung, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', 'မြေညီ'], ['Area', ""20' x 55'""], ['Bath Room', '1'], ['Ownership', '']]","Property Name : စမ်းချောင်း, မြေနီကုန်းလမ်းမ,မြေညီအရောင်း"
House For Sale in Dagon Myothit (South),"Luxury Privatehouse for sale in Dagon Myothit (South), Yangon","For Sale                                    
                        1,800 Lakhs","Dagon Myothit (South), Yangon",Posted Date : 14 Feb 2026,"[['Type', 'House'], ['Area', ""20' x 60'""], ['Ownership', '']]",Property Name : ယုဇနလမ်း ၊ ( ၇၂ ) ရပ်ကွက် ၊ တောင်ဒဂုံ။( အရှေ့တောင် အလှည့်)
Apartment For Sale in Hlaing,"1 bathroom Apartment for sale in Hlaing, Yangon","For Sale                                    
                        1,800 Lakhs","Hlaing, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""12' x 50'""], ['Bath Room', '1'], ['Ownership', '']]",Property Name : [လှိုင်မြို့နယ်]  အသင့်နေ မြေညီထပ် အရောင်း
Apartment For Sale in Okkalappa South,"2 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        1,600 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""12' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : တောင်ဥက္ကလာပမြို့နယ်၊ ၅ရပ်ကွက်၊ တကောင်းလမ်းသွယ်
Apartment For Sale in Okkalappa South,"2 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,070 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""14' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : တောင်ဥက္ကလာပမြို့နယ် ၊၁၃ရပ်ကွက် ယဿဝတီလမ်းမပေါ်.
Condo For Sale in Mayangone,"2 bedroom, 2 bathroom Condo for sale in Mayangone, Yangon","For Sale                                    
                        5,250 Lakhs","Mayangone, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Condo'], ['Area', ""25' x 50'""], ['Bed Room', '2'], ['Bath Room', '2'], ['Ownership', '']]",Property Name : သမိုင်း ဘူတာရုံ လမ်းမကြီးပေါ်  ၊ စိန်မေတ္တာကွန်ဒို ဈေးဘူတာရုံအနီး 
House For Sale in Dagon Myothit (South),"3 bedroom, 2 bathroom Privatehouse for sale in Dagon Myothit (South), Yangon","For Sale                                    
                        3,870 Lakhs","Dagon Myothit (South), Yangon",Posted Date : 14 Feb 2026,"[['Type', 'House'], ['Area', ""20' x 60'""], ['Bed Room', '3'], ['Bath Room', '2'], ['Ownership', '']]",Property Name : တောင်ဒဂုံ ၅၃ ရပ်ကွက်အောင်ပန်းလမ်း
Apartment For Sale in Okkalappa South,"2 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        1,380 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""19' x 55'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name :  တောင်ဥက္ကလာ မင်္ဂလာလမ်းကျောကပ်
Apartment For Sale in Thaketa,"2 bedroom, 1 bathroom Apartment for sale in Thaketa, Yangon","For Sale                                    
                        1,790 Lakhs","Thaketa, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""18' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : သာကေတ၏ နေထိုင်ရန်ကောင်းသောရပ်ကွက်တခုဖစ်တဲ လေးရပ်ကွက် လမ်းမကျယ်ပေါ်
Sale Mini Condo with 2+1 Bedrooms on Main Road in Thingangyun,"2 bedroom, 1 bathroom Condo for sale in Thingangkuun, Yangon","For Sale                                    
                        4,250 Lakhs","Thingangkuun, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Condo'], ['Floor', '4'], ['Area', '1050 ft<sup>2</sup>'], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', ''], ['Furnishing Type', 'Fully Furnished']]",Property Name : သင်္ကန်းကျွန်း၊ သုမင်္ဂလာလမ်းမကြီးပေါ် mini condo 
TS,"3 bedroom, 1 bathroom Apartment for sale in Thingangkuun, Yangon","For Sale                                    
                        2,100 Lakhs","Thingangkuun, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', 'မြေညီ'], ['Area', ""18' x 55'""], ['Bed Room', '3'], ['Bath Room', '1'], ['Ownership', '']]","Property Name : သင်္ဃန်းကျွန်း ,သုဝဏ္ဏလမ်းဆုံအနီး ,မြေညီထပ်အရောင်း"
Landed House For Sales South Okkalapa Township In Yangon,"Luxury Privatehouse for sale in Okkalappa South, Yangon","For Sale                                    
                        84,132 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'House'], ['Floor', 'Building 3 RC'], ['Area', ""90' x 76'""], ['Ownership', '']]","Property Name : ဝေဇယန္တာလမ်းမကြီးအနီးဆုံးရှိ လုံးချင်းအိမ်ကောင်းအရောင်း/Landed House For Sales South Okkalapa Township In Yangon/09892600050,09892600060"
Apartment For Sale in Okkalappa North,"1 bathroom Apartment for sale in Okkalappa North, Yangon","For Sale                                    
                        1,600 Lakhs","Okkalappa North, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""13' x 55'""], ['Bath Room', '1'], ['Ownership', '']]",Property Name : တိုက်ခန်းရောင်းမည် (မြောက်ဥက္ကာ 1 ရပ်ကွက်)
TS,"2 bedroom, 2 bathroom Apartment for sale in Sanchaung, Yangon","For Sale                                    
                        3,980 Lakhs","Sanchaung, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', '5F'], ['Area', ""27' x 65'""], ['Bed Room', '2'], ['Bath Room', '2'], ['Ownership', '']]",Property Name : တအိမ်လုံး ကျွန်းနဲ့ဖွဲ့ထားတဲ့အခန်းလေး စမ်ချောင်းမြို့နယ် ပေအကျယ်အရောင်းခန်း
Apartment For Sale in Okkalappa South,"2 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,450 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""19' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : လမ်းမကျယ်ပေါ်ရှိနေရာကောင်းတိုက်ခန်းရောင်းမည်။
Land For Sale in Dagon Myothit (South)," Land for sale in Dagon Myothit (South), Yangon","For Sale                                    
                        7,500 Lakhs","Dagon Myothit (South), Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Land'], ['Area', ""20' x 60'""], ['Ownership', '']]",Property Name : #မောင်းမကန်လမ်းမကြီးပေါ်  မြေကွက်အရောင်း
Apartment For Sale in Okkalappa South,"2 bedroom, 1 bathroom Apartment for sale in Okkalappa South, Yangon","For Sale                                    
                        2,500 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Area', ""18' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', '']]",Property Name : တောင်ဥက္ကလာပ ၇ ရပ်ကွက် ရာဇဓိရာဇ်(    )လမ်း
Apartment For Sale in Dagon Myothit (North),"2 bedroom, 1 bathroom Apartment for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        3,150 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', 'ပထမထပ်'], ['Area', ""18' x 54'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', ''], ['Furnishing Type', 'Fully Furnished']]",Property Name : ၂၈ရပ်ကွက်_သခင်အုန်းခင်လမ်းကျယ်ပေါ်_အသင့်နေ ရှယ်ပြင်ဆင်ပြီး တိုက်သက်တမ်းနု အလွှာနိပ့် တိုက်ခန်းအရောင်း  
Apartment For Sale in Dagon Myothit (North),"1 bedroom, 1 bathroom Apartment for sale in Dagon Myothit (North), Yangon","For Sale                                    
                        1,270 Lakhs","Dagon Myothit (North), Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', '2nd Floor'], ['Area', ""12' x 43'""], ['Bed Room', '1'], ['Bath Room', '1'], ['Ownership', ''], ['Furnishing Type', 'Fully Furnished']]",Property Name : မြောက်ဒဂုံ-နွယ်သာကီအိမ်ရာ_ဘဏ်ချိတ်ရ_တိုက်ခန်းအရောင်း
Apartment For Sale in Tamwe,"2 bedroom, 1 bathroom Apartment for sale in Tamwe, Yangon","For Sale                                    
                        1,200 Lakhs","Tamwe, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', '၅လွှာ'], ['Area', ""18.50' x 45'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', ''], ['Furnishing Type', 'Partially Furnished']]",Property Name : တာမွေမြို့နယ်_ကျောက်မြောင်းဈေးအနီး_သမာဓိလမ်း_တိုက်ခန်းအရောင်း
Apartment For Sale in Tamwe,"2 bedroom, 1 bathroom Apartment for sale in Tamwe, Yangon","For Sale                                    
                        1,960 Lakhs","Tamwe, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Apartment'], ['Floor', '2nd Floor'], ['Area', ""15' x 50'""], ['Bed Room', '2'], ['Bath Room', '1'], ['Ownership', ''], ['Furnishing Type', 'Fully Furnished']]",Property Name : တာမွေမြို့နယ်_မေတ္တာညွန့်_ဇေယျသုခလမ်းပြင်ဆင်ပြီး_ဒုတိယထပ်_တိုက်ခန်းအရောင်း  #
Land Only For Sales South Okkalapa Township In Yangon," Land for sale in Okkalappa South, Yangon","For Sale                                    
                        8,000 Lakhs","Okkalappa South, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Land'], ['Area', ""20' x 60'""], ['Ownership', '']]","Property Name : သုမင်္ဂလာလမ်းမကြီး ကျောကပ်ရှိ ဝယ်ယူထားသင့်သော မြေသီးသန့်အရောင်း/Land Only For Sales South Okkalapa Township In Yangon/09892600050,09892600060"
Land Only for Sales Yankin Township in Yangon," Land for sale in Yankin, Yangon","For Sale                                    
                        24,000 Lakhs","Yankin, Yangon",Posted Date : 14 Feb 2026,"[['Type', 'Land'], ['Area', ""40' x 60'""], ['Ownership', '']]","Property Name : ရန်ကင်းပါရမီရိပ်သာအတွင်းရှိ မြေသီးသန့် အရောင်း/Land Only for Sales Yankin Township in Yangon/09892600050,09892600060"
